Specialty,Specialty Code,Package Code,Package Name,Procedure Code,Procedure Name,Procedure Price
Surgical Oncology,SC,New Package,SC057,Segmental resection of lung,SC057A Open,42000
Surgical Oncology,SC,New Package,SC057,Segmental resection of lung,SC057B Thoracoscopic,42000
Surgical Oncology,SC,New Package,SC058,Wedge resection lung,SC058A Open,36000
Surgical Oncology,SC,New Package,SC058,Wedge resection lung,SC058B Thoracoscopic,36000
Surgical Oncology,SC,S1500023,SC059,Breast conserving surgery,SC059A Breast conserving surgery (lumpectomy + axillary surgery),22800
Surgical Oncology,SC,New Package,SC059,Breast conserving surgery,SC059B Breast conserving surgery with Oncoplasty,24600
Surgical Oncology,SC,New Package,SC060,Axillary Sampling / Sentinel Node Biopsy,SC060A Axillary Sampling / Sentinel Node Biopsy,16200
Surgical Oncology,SC,S1500022,SC061,Axillary dissection,SC061A Axillary dissection,19800
Surgical Oncology,SC,New Package,SC062,Scalp tumour excision with skull bone excision,SC062A Scalp tumour excision with skull bone excision,30000
Surgical Oncology,SC,New Package,SC063,Neuroblastoma Excision,SC063A Neuroblastoma Excision,60000
"Surgical Oncology, ENT",SC,S200014,SC064,Excision of Pinna for Growths / Injuries - Total,Amputation & Excision of External Auditory Meatus SC064A Growth - Squamous,21600
"Surgical Oncology, ENT",SC,S200014,SC064,Excision of Pinna for Growths / Injuries - Total,Amputation & Excision of External Auditory Meatus SC064B Growth - Basal,21600
"Surgical Oncology, ENT",SC,S200014,SC064,Excision of Pinna for Growths / Injuries - Total,Amputation & Excision of External Auditory Meatus SC064C Injury,21600
Surgical Oncology,SC,S1500013,SC065,Neck dissection - comprehensive,SC065A Neck dissection - comprehensive,16000
Surgical Oncology,SC,"S100130,",S100131,SC066,Benign Soft Tissue Tumour - Excision SC066A Benign Soft Tissue Tumour - Excision,12000
Surgical Oncology,SC,New Package,SC067,Malignant Soft Tissue Tumour - Excision,SC067A Malignant Soft Tissue Tumour - Excision,24000
"Surgical Oncology, Plastic",& Reconstructive Surgery,SC,S1500005,SC068,Regional flap SC068A Myocutaneous flap,30600
"Surgical Oncology, Plastic",& Reconstructive Surgery,SC,S1500006,SC068,Regional flap SC068B Fasciocutaneous flap,30600
Surgical Oncology,SC,New Package,SC069,Rotationplasty,SC069A Rotationplasty,45000
"Surgical Oncology,",Orthopedics,SC,New Package,SC070,Bone tumors / soft tissue sarcomas: surgery SC070A Bone tumors / soft tissue sarcomas: surgery,30000
Surgical Oncology,SC,New Package,SC071,Endoprosthesis Revision,SC071A Complete,39000
Surgical Oncology,SC,New Package,SC071,Endoprosthesis Revision,SC071B Partial,24000
Surgical Oncology,SC,New Package,SC072,Vertebral Tumour Excision and Reconstruction,SC072A Vertebral Tumour Excision and Reconstruction,54000
"Surgical Oncology, Plastic",& Reconstructive Surgery,SC,S1500009,SC073,Microvascular reconstruction (free flaps) SC073A Microvascular reconstruction (free flaps),45000
"Surgical Oncology, CTVS,",Plastic & Reconstructive,Surgery,SC,New Package,SC074 Vascular reconstruction SC074A Vascular reconstruction,57600
Surgical Oncology,SC,New Package,SC075,Curopsy / Sclerotherapy,SC075A Curopsy / Sclerotherapy,19200
Surgical Oncology,SC,New Package,SC076,Chemo Port Insertion,SC076A Chemo Port Insertion,18000
Ophthalmology,SE,S300019,SE001,Ptosis Surgery,SE001A Ptosis Surgery,8000
Ophthalmology,SE,S300034,SE002,Entropion correction,SE002A Entropion correction,6600
Ophthalmology,SE,S300035,SE003,Ectropion correction,SE003A Ectropion correction,6500
Ophthalmology,SE,S300038,SE004,Lid Tear Repair,SE004A Lid Tear Repair,5000
Ophthalmology,SE,New Package,SE005,Lid Abscess Drainage,SE005A Lid Abscess Drainage,3000
Ophthalmology,SE,S300022,SE006,Lid Tumor excision + Lid Reconstruction,SE006A Lid Tumor excision + Lid Reconstruction,10000
Ophthalmology,SE,New Package,SE007,Chalazion Removal,SE007A Chalazion Removal,2000
Ophthalmology,SE,S300040,SE008,Squint correction,SE008A Minor - upto 2 muscles,4000
Ophthalmology,SE,S300040,SE008,Squint correction,SE008B Major - 3 or more muscles (complex surgery involving four muscles or oblique muscles),14000
Ophthalmology,SE,S300033,SE009,Conjunctival tumour excision including Amniotic,Membrane Graft SE009A Conjunctival tumour excision including Amniotic Membrane Graft,7000
Ophthalmology,SE,S300008,SE010,Dacryocystorhinostomy,SE010A Canaliculo Dacryocystorhinostomy with Silicon Tube / Stent,8000
Ophthalmology,SE,S300002,SE010,Dacryocystorhinostomy,SE010B Canaliculo Dacryocystorhinostomy without Silicon Tube / Stent,8000
Ophthalmology,SE,New Package,SE010,Dacryocystorhinostomy,SE010C Dacryocystorhinostomy with Silicon Tube / Stent,8000
Ophthalmology,SE,New Package,SE010,Dacryocystorhinostomy,SE010D Dacryocystorhinostomy without Silicon Tube / Stent,8000
Ophthalmology,SE,New Package,SE011,Corneal Ulcer Management,SE011A Corneal Ulcer Management,4000
Ophthalmology,SE,S300004,SE012,Corneal Grafting,SE012A Corneal Grafting,8500
Ophthalmology,SE,New Package,SE012,Corneal Grafting,SE012B Corneal Graft - Follow Up,2000
Ophthalmology,SE,New Package,SE013,Corneal Collagen Crosslinking,SE013A Corneal Collagen Crosslinking,9000
Ophthalmology,SE,S300007,SE014,Pterygium + Conjunctival Autograft,SE014A Pterygium + Conjunctival Autograft,5000
Ophthalmology,SE,S300018,SE015,Corneo / Scleral / Corneo scleral tear repair,SE015A Corneo / Scleral / Corneo scleral tear repair,11500
Ophthalmology,SE,New Package,SE016,Corneal / Scleral Patch Graft,SE016A Corneal / Scleral Patch Graft,3000
Ophthalmology,SE,S300021,SE017,Scleral buckling surgery,SE017A Scleral buckling surgery,15000
Ophthalmology,SE,S300001,SE018,Scleral Buckle Removal,SE018A Scleral Buckle Removal,5500
Ophthalmology,SE,S300016,SE019,Limbal Dermoid Removal,SE019A Limbal Dermoid Removal,1000
Ophthalmology,SE,S300029,SE020,Cataract surgery,SE020A Phaco emulsification with foldable hydrophobic acrylic IOL,4500
Ophthalmology,SE,S300030,SE020,Cataract surgery,SE020B SICS with non-foldable IOL,4000
Ophthalmology,SE,S300015,SE021,Surgery for Pediatric Cataract,SE021A Paediatric lensectomy,9200
Ophthalmology,SE,S300015,SE021,Surgery for Pediatric Cataract,SE021B Pediatric lens aspiration with posterior capsulotomy & anterior vitrectomy,9200
Ophthalmology,SE,New Package,SE021,Surgery for Pediatric Cataract,SE021C Paediatric Membranectomy & anterior vitrectomy,9200
Ophthalmology,SE,S300003,SE022,Capsulotomy (YAG),SE022A Capsulotomy (YAG),1500
Ophthalmology,SE,New Package,SE023,SFIOL (inclusive of Vitrectomy),SE023A SFIOL (inclusive of Vitrectomy),15000
Ophthalmology,SE,New Package,SE024,Secondary IOL / IOL Exchange / Explant,SE024A Secondary IOL / IOL Exchange / Explant,2000
Ophthalmology,SE,S300020,SE025,IRIS Prolapse – Repair,SE025A IRIS Prolapse – Repair,4000
Ophthalmology,SE,"S300024,",S300025,SE026,Iridectomy SE026A Iridectomy,2000
Ophthalmology,SE,S300006,SE027,Glaucoma Surgery,SE027A Cyclocryotherapy / Cyclophotocoagulation,3700
Ophthalmology,SE,S300012,SE027,Glaucoma Surgery,"SE027B Glaucoma Surgery (Trabeculectomy only) with or without Mitomycin C, including postoperative medications for 12 weeks (and wherever surgical or laser procedures required for bleb augmentation and anterior chamber maintenance)",11000
Ophthalmology,SE,New Package,SE027,Glaucoma Surgery,SE027C Glaucoma Shunt Surgery,13000
Ophthalmology,SE,New Package,SE027,Glaucoma Surgery,SE027D Pediatric Glaucoma Surgery,15000
Ophthalmology,SE,New Package,SE028,EUA for Confirmation of Pediatric Glaucoma,SE028A EUA for Confirmation of Pediatric Glaucoma,3000
Ophthalmology,SE,New Package,SE029,Retinal Laser Photocoagulation,SE029A For retinal tear repair Per Eye Per Sitting,1500
Page 14,Consolidated Master,Ophthalmology,SE,New Package,SE029 Retinal Laser Photocoagulation SE029B Pan Retinal Photocoagulation (PRP) - Retinal Laser including 3 sittings / package of retino laser photocoagulation (3 sittings per eye for both eyes),8500
Ophthalmology,SE,S300037,SE030,ROP Laser - Per Eye,SE030A ROP Laser - Per Eye,5000
Ophthalmology,SE,S300005,SE031,Retinal Cryopexy,SE031A Retinal Cryopexy,3800
Ophthalmology,SE,S300028,SE032,Vitreoretinal Surgery (with Silicon Oil Insertion),SE032A Vitreoretinal Surgery (with Silicon Oil Insertion),17900
Ophthalmology,SE,S300027,SE033,SOR (Silicon Oil Removal),SE033A SOR (Silicon Oil Removal),9300
Ophthalmology,SE,New Package,SE034,Endophthalmitis (excluding Vitrectomy),SE034A Endophthalmitis (excluding Vitrectomy),8000
Ophthalmology,SE,S300009,SE035,Enucleation,SE035A Without implant,8400
Ophthalmology,SE,S300010,SE035,Enucleation,SE035B With implant,8400
Ophthalmology,SE,S300036,SE036,Evisceration,SE036A Evisceration,3800
"Ophthalmology, Surgical",Oncology,SE,S300011,SE037,Exenteration SE037A Exenteration,15000
Ophthalmology,SE,S300023,SE038,Socket Reconstruction including Amniotic,Membrane Graft SE038A Socket Reconstruction including Amniotic Membrane Graft,11200
Ophthalmology,SE,S300039,SE039,Orbitotomy,SE039A Orbitotomy,14000
Ophthalmology,SE,New Package,SE040,GA / EUA separate add on package,SE040A GA / EUA separate add on package,3000
"General Surgery, Surgical",Oncology,SG,"S100103,",S100195,SG001 Oesophagectomy SG001A Oesophagectomy,28300
"General Surgery, Pediatric",Surgery,SG,S100213,SG002,Operations for Replacement of Oesophagus by Colon SG002A Operations for Replacement of Oesophagus by Colon,30500
General Surgery,SG,S100009,SG003,Gastrectomy,SG003A Bleeding Ulcer - Partial Gastrectomy without Vagotomy,25000
General Surgery,SG,S100008,SG003,Gastrectomy,SG003B Bleeding Ulcer - Partial Gastrectomy with Vagotomy,25000
"General Surgery, Surgical",Oncology,SG,"S100009,",S100216,SG003 Gastrectomy SG003C Partial Gastrectomy for Carcinoma,27800
"General Surgery, Surgical",Oncology,SG,"S100009,",S100216,SG003 Gastrectomy SG003D Subtotal Gastrectomy for Carcinoma,27800
"General Surgery, Surgical",Oncology,SG,New Package,SG003,Gastrectomy SG003E Total Gastrectomy - Lap.,51600
"General Surgery, Surgical",Oncology,SG,S100009,SG003,Gastrectomy SG003F Total Gastrectomy - Open,51600
"General Surgery, Pediatric",Surgery,SG,S100064,SG004,Operative Gastrostomy SG004A Operative Gastrostomy,15000
General Surgery,SG,S100060,SG005,Vagotomy,SG005A G J Vagotomy,23500
General Surgery,SG,S100060,SG005,Vagotomy,SG005B Vagotomy + Pyloroplasty,23500
General Surgery,SG,S100196,SG006,Operation for Bleeding Peptic Ulcer,SG006A Operation for Bleeding Peptic Ulcer,22500
General Surgery,SG,S100089,SG007,Operation for Gastric / Duodenal Perforation,SG007A Gastric Perforation,18500
General Surgery,SG,S100065,SG007,Operation for Gastric / Duodenal Perforation,SG007B Duodenal Perforation,18500
"General Surgery, Pediatric",Surgery,SG,S100112,SG008,Pyloroplasty SG008A Pyloroplasty,14000
"General Surgery, Pediatric",Surgery,SG,S100185,SG009,Pyloromyotomy SG009A Pyloromyotomy,15000
"General Surgery, Surgical",Oncology,SG,S100063,SG010,Gastrojejunostomy SG010A Gastrojejunostomy,18500
"General Surgery, Pediatric",Surgery,SG,S100205,SG011,CystoJejunostomy / Cystogastrostomy SG011A CystoJejunostomy - Open,20000
"General Surgery, Pediatric",Surgery,SG,S100205,SG011,CystoJejunostomy / Cystogastrostomy SG011B CystoJejunostomy - Lap.,20000
"General Surgery, Pediatric",Surgery,SG,S100205,SG011,CystoJejunostomy / Cystogastrostomy SG011C Cystogastrostomy - Open,20000
"General Surgery, Pediatric",Surgery,SG,S100182,SG011,CystoJejunostomy / Cystogastrostomy SG011D Cystogastrostomy - Lap.,20000
"General Surgery, Surgical","Oncology, Pediatric Surgery",SG,S100088,SG012,Feeding Jejunostomy SG012A Feeding Jejunostomy,10000
"General Surgery, Pediatric",Surgery,SG,S100095,SG013,Ileostomy SG013A Ileostomy,14000
"General Surgery, Pediatric",Surgery,SG,S100204,SG014,Congenital Atresia & Stenosis of Small Intestine SG014A Congenital Atresia & Stenosis of Small Intestine,23000
"General Surgery, Pediatric",Surgery,SG,S100030,SG015,Operation for Duplication of Intestine SG015A Operation for Duplication of Intestine,18000
General Surgery,SG,S100028,SG016,Diverticulectomy,SG016A Excision Duodenal Diverticulum,20000
"General Surgery, Pediatric",Surgery,SG,S100041,SG016,Diverticulectomy SG016B Excision Meckel's Diverticulum,15000
"General Surgery, Pediatric",Surgery,SG,S100003,SG017,Appendicectomy SG017A Open,11000
"General Surgery, Pediatric",Surgery,SG,S100180,SG017,Appendicectomy SG017B Lap.,11000
"General Surgery, Pediatric",Surgery,SG,S100091,SG018,Appendicular Perforation SG018A Appendicular Perforation,17500
"General Surgery, Pediatric",Surgery,SG,"S100004,",S100200,SG019 Operative drainage of Appendicular Abscess SG019A Operative drainage of Appendicular Abscess,12000
"General Surgery, Surgical",Oncology,SG,New Package,SG020,Total Colectomy SG020A Open,23000
"General Surgery, Surgical",Oncology,SG,S100174,SG020,Total Colectomy SG020B Lap.,23000
"General Surgery, Surgical",Oncology,SG,New Package,SG021,Hemi colectomy SG021A Right - Open,25000
"General Surgery, Surgical",Oncology,SG,S100172,SG021,Hemi colectomy SG021B Right - Lap.,25000
"General Surgery, Surgical",Oncology,SG,New Package,SG021,Hemi colectomy SG021C Left - Open,25000
"General Surgery, Surgical",Oncology,SG,S100171,SG021,Hemi colectomy SG021D Left - Lap.,25000
"General Surgery, Pediatric",Surgery,SG,S100144,SG022,"Operative Management of Volvulus of Large Bowel SG022A Operative Management of Volvulus of Large Bowel                         25,000 General Surgery, Surgical Oncology, Pediatric Surgery SG S100018 SG023 Colostomy SG023A Colostomy",14000
"General Surgery, Surgical","Oncology, Pediatric Surgery",SG,S100202,SG024,Closure of stoma SG024A Closure of stoma,14500
General Surgery,SG,S100127,SG025,Sigmoid Resection,SG025A Sigmoid Resection,21500
General Surgery,SG,S100117,SG026,Perineal Procedure for Rectal Prolapse,SG026A Perineal Procedure for Rectal Prolapse,14000
General Surgery,SG,New Package,SG027,Abdominal Procedure for Rectal Prolapse,SG027A Open,19000
General Surgery,SG,New Package,SG027,Abdominal Procedure for Rectal Prolapse,SG027B Lap.,19000
"General Surgery, Surgical",Oncology,SG,S100108,SG028,Rectal Polyp Excision SG028A Rectal Polyp Excision,9600
"General Surgery, Surgical",Oncology,SG,S100002,SG029,Anterior Resection of rectum SG029A Open,28500
Page 15,Consolidated Master,"General Surgery, Surgical",Oncology,SG,S100002 SG029 Anterior Resection of rectum SG029B Lap.,28500
"General Surgery, Pediatric",Surgery,SG,"S100090,","S100120,",S100121 SG030 Resection Anastomosis SG030A Open,25000
"General Surgery, Pediatric",Surgery,SG,"S100090,","S100120,",S100121 SG030 Resection Anastomosis SG030B Lap.,25000
General Surgery,SG,S100053,SG031,Procedure for Fissure in Ano,SG031A Procedure for Fissure in Ano,8000
General Surgery,SG,S100123,SG032,Haemorroidectomy,SG032A without Stapler,15000
General Surgery,SG,S100123,SG032,Haemorroidectomy,SG032B with Stapler,15000
General Surgery,SG,S100042,SG033,Management of Pilonidal Sinus,SG033A Management of Pilonidal Sinus,5000
General Surgery,SG,S100050,SG034,Exicision of Sinus and Curettage,SG034A Exicision of Sinus and Curettage,5000
"General Surgery, Pediatric",Surgery,SG,S100190,SG035,Exploratory Laparotomy SG035A Exploratory Laparotomy,10000
"General Surgery, Pediatric","Surgery, Obstetrics &",Gynecology,SG,"S100092,",S400060 SG036 Closure of Burst Abdomen SG036A Closure of Burst Abdomen,15000
"General Surgery, Surgical","Oncology, Pediatric Surgery",SG,S100070,SG037,Hepatic Resection SG037A Open,20000
"General Surgery, Surgical","Oncology, Pediatric Surgery",SG,S100177,SG037,Hepatic Resection SG037B Lap.,20000
"General Surgery, Pediatric",Surgery,SG,S100079,SG038,Abdominal Hydatid Cyst (Single Organ) SG038A Abdominal Hydatid Cyst (Single Organ),15800
"General Surgery, Pediatric",Surgery,SG,New Package,SG039,Cholecystectomy SG039A Without Exploration of CBD - Open,22800
"General Surgery, Pediatric",Surgery,SG,S100153,SG039,Cholecystectomy SG039B With Exploration of CBD - Open,22800
"General Surgery, Pediatric",Surgery,SG,S100181,SG039,Cholecystectomy SG039C Without Exploration of CBD - Lap.,22800
"General Surgery, Pediatric",Surgery,SG,S100175,SG039,Cholecystectomy SG039D With Exploration of CBD - Lap.,22800
"General Surgery, Pediatric",Surgery,SG,S100154,SG040,Operative Cholecystostomy SG040A Open,10000
"General Surgery, Pediatric",Surgery,SG,S100154,SG040,Operative Cholecystostomy SG040B Lap.,10000
"General Surgery, Pediatric",Surgery,SG,S100211,SG041,Operation of Choledochal Cyst SG041A Operation of Choledochal Cyst,24500
"General Surgery, Pediatric",Surgery,SG,"S100132,",S100226,SG042 Splenectomy SG042A Open,25000
"General Surgery, Pediatric",Surgery,SG,"S100132,","S100187,",S100226 SG042 Splenectomy SG042B Lap.,25000
"General Surgery, Surgical",Oncology,SG,S100016,SG043,Bypass - Inoperable Pancreas SG043A Bypass - Inoperable Pancreas,23500
"General Surgery, Surgical","Oncology, Pediatric Surgery",SG,S100107,SG044,Distal Pancreatectomy with Pancreatico Jejunostomy SG044A Distal Pancreatectomy with Pancreatico Jejunostomy,25000
"General Surgery, Surgical",Oncology,SG,S100106,SG045,PancreaticoDuodenectomy (Whipple's) SG045A PancreaticoDuodenectomy (Whipple's),30000
General Surgery,SG,S100111,SG046,Porto Caval Anastomosis,SG046A Porto Caval Anastomosis,31500
General Surgery,SG,S100100,SG047,Mesenteric Caval Anastomosis,SG047A Mesenteric Caval Anastomosis,28500
"General Surgery, Pediatric",Surgery,SG,S100099,SG048,Mesenteric Cyst – Excision SG048A Mesenteric Cyst – Excision,15000
"General Surgery, Surgical","Oncology, Pediatric Surgery",SG,S100122,SG049,Retroperitoneal Tumor – Excision SG049A Retroperitoneal Tumor – Excision,23000
General Surgery,SG,New Package,SG050,Groin Hernia Repair,SG050A Inguinal - Open,14200
General Surgery,SG,New Package,SG050,Groin Hernia Repair,SG050B Inguinal - Lap.,14200
General Surgery,SG,S100075,SG050,Groin Hernia Repair,SG050C Femoral - Open,14200
General Surgery,SG,S100075,SG050,Groin Hernia Repair,SG050D Femoral - Lap,14200
"General Surgery,  Pediatric",Surgery,SG,New Package,SG050,Groin Hernia Repair SG050E Obturator - Lap.,20000
"General Surgery, Pediatric",Surgery,SG,S100071,SG051,Hernia - Ventral SG051A Epigastric,17400
"General Surgery, Pediatric",Surgery,SG,S100074,SG051,Hernia - Ventral SG051B Umbilical,17400
"General Surgery, Pediatric",Surgery,SG,New Package,SG051,Hernia - Ventral SG051C Paraumbilical,17400
"General Surgery, Pediatric",Surgery,SG,S100115,SG051,Hernia - Ventral SG051D Spigelian,17400
"General Surgery, Pediatric",Surgery,SG,"S100072,",S400006,SG052 Repair of Incisional Hernia SG052A Repair of Incisional Hernia,20000
"General Surgery, Pediatric",Surgery,SG,S100078,SG053,Hiatus Hernia Repair / Fundoplication SG053A Hiatus Hernia Repair - Open,23500
"General Surgery, Pediatric",Surgery,SG,S100184,SG053,Hiatus Hernia Repair / Fundoplication SG053B Hiatus Hernia Repair - Lap.,23500
"General Surgery, Pediatric",Surgery,SG,S100059,SG053,Hiatus Hernia Repair / Fundoplication SG053C Fundoplication - Open,23500
"General Surgery, Pediatric",Surgery,SG,S100059,SG053,Hiatus Hernia Repair / Fundoplication SG053D Fundoplication - Lap.,23500
General Surgery,SG,S100019,SG054,Excision of cyst / Sebaceous Cysts over scrotum,SG054A Single Cyst,2000
General Surgery,SG,S100019,SG054,Excision of cyst / Sebaceous Cysts over scrotum,SG054B Multiple Cysts,7000
General Surgery,SG,S100039,SG055,Excision Filarial Scrotum,SG055A Excision Filarial Scrotum,6500
"General Surgery, Pediatric",Surgery,SG,"S100080,",S100081,SG056 Operation for Hydrocele (U/L) SG056A Operation for Hydrocele (U/L),5000
"General Surgery, Pediatric",Surgery,SG,"S100033,",S100034,SG057 Epididymal Cyst / Nodule Excision SG057A Epididymal Cyst exision,4600
"General Surgery, Pediatric",Surgery,SG,"S100033,",S100034,SG057 Epididymal Cyst / Nodule Excision SG057B Epididymal Nodule excision,4600
"General Surgery, Urology",SG,S100143,SG058,Vasovasostomy,SG058A Vasovasostomy,12000
"General Surgery, Surgical","Oncology, Pediatric Surgery",SG,New Package,SG059,Orchidectomy SG059A Orchidectomy,11200
"General Surgery, Pediatric",Surgery,SG,S100084,SG060,Inguinal Node (dissection) - U/L SG060A Inguinal Node (dissection) - U/L,16000
"General Surgery, Surgical",Oncology,SG,S100160,SG061,Estlander Operation (lip) SG061A Estlander Operation (lip),9300
"General Surgery, Surgical",Oncology,SG,S100199,SG062,Operation for Carcinoma Lip SG062A Wedge Excision,19000
"General Surgery, Surgical",Oncology,SG,New Package,SG062,Operation for Carcinoma Lip SG062B Wedge Excision and Vermilionectomy,23800
Page 16,Consolidated Master,"General Surgery, Surgical",Oncology,SG,S100209 SG062 Operation for Carcinoma Lip SG062C Cheek advancement,26800
"General Surgery, Surgical","Oncology, Pediatric Surgery",SG,S100044,SG063,Complete Excision of Growth from Tongue only (inclusive of Histopathology) SG063A Complete Excision of Growth from Tongue only (inclusive of Histopathology),9400
"General Surgery, Surgical",Oncology,SG,S100045,SG064,Excision of Growth from Tongue with neck node dissection SG064A Excision of Growth from Tongue with neck node dissection,23500
General Surgery,SG,S100101,SG065,Microlaryngoscopic Surgery,SG065A Microlaryngoscopic Surgery,18500
"General Surgery, Surgical",Oncology,SG,S100134,SG066,Submandibular Mass Excision SG066A Submandibular Mass Excision,15000
"General Surgery, Surgical","Oncology, ENT",SG,S100114,SG067,Radical Neck Dissection SG067A Radical Neck Dissection,15000
"General Surgery, ENT",SG,"S100014,",S200079,SG068,Surgical removal of Branchial Cyst SG068A Surgical removal of Branchial Cyst,15000
"General Surgery, Surgical","Oncology, CTVS",SG,S100152,SG069,Carotid Body tumour - Excision SG069A Carotid Body tumour - Excision,20000
"General Surgery, Surgical","Oncology, Pediatric Surgery,",ENT,SG,S100168,SG070 Thyroidectomy SG070A Hemi thyroidectomy,17000
"General Surgery, Surgical","Oncology, Pediatric Surgery,",ENT,SG,S100169,SG070 Thyroidectomy SG070B Total thyroidectomy,20000
"General Surgery, Surgical","Oncology, Pediatric Surgery,",ENT,SG,S100242,SG070 Thyroidectomy SG070C Total Thyroidectomy with Block Dissection,28000
"General Surgery, Surgical","Oncology, Pediatric Surgery",SG,S100162,SG071,Excision of Parathyroid Adenoma / Carcinoma SG071A Excision of Parathyroid Adenoma,20400
"General Surgery, Surgical","Oncology, Pediatric Surgery",SG,S100162,SG071,Excision of Parathyroid Adenoma / Carcinoma SG071B Excision of Parathyroid Carcinoma,20400
"General Surgery, Pediatric",Surgery,SG,S100210,SG072,Thymectomy SG072A Thymectomy,28000
"General Surgery, Pediatric",Surgery,SG,"S100239,",S100229,SG073 Sympathectomy SG073A Sympathectomy,15000
"General Surgery, Surgical",Oncology,SG,"S100012,",S100013,SG074 Breast Lump Excision (Benign) SG074A Breast Lump Excision (Benign),6000
"General Surgery, Surgical",Oncology,SG,S100098,SG075,Mastectomy SG075A Simple Mastectomy,20000
"General Surgery, Surgical",Oncology,SG,S100113,SG075,Mastectomy SG075B Radical / Modified Radical Mastectomy,25000
General Surgery,SG,S100040,SG076,Excision Mammary Fistula,SG076A Excision Mammary Fistula,14500
"General Surgery, Pediatric","Surgery, CTVS",SG,S100208,SG077,Intercostal drainage Only SG077A Intercostal drainage Only,4800
"General Surgery, Pediatric",Surgery,SG,S100224,SG078,Rib Resection & Drainage SG078A Rib Resection & Drainage,14000
"General Surgery, Pediatric",Surgery,SG,S100233,SG079,Thoracoplasty SG079A Thoracoplasty,20000
"General Surgery, Pediatric",Surgery,SG,S100157,SG080,Decortication (Pleurectomy) SG080A Decortication (Pleurectomy),28000
"General Surgery, Pediatric","Surgery, Surgical Oncology",SG,S100236,SG081,Lobectomy SG081A Thoracoscopic,27500
"General Surgery, Pediatric","Surgery, Surgical Oncology",SG,New Package,SG081,Lobectomy SG081B Open,27500
"General Surgery, Pediatric",Surgery,SG,S100238,SG082,Thoracoscopic Segmental Resection SG082A Thoracoscopic Segmental Resection,25000
"General Surgery, Pediatric",Surgery,SG,S100235,SG083,Lung Hydatid Cyst removal SG083A Lung Hydatid Cyst removal,20000
"General Surgery, Pediatric",Surgery,SG,S100024,SG084,Incision & Drainage of Abscess SG084A Incision & Drainage of Abscess,5000
General Surgery,SG,S100096,SG085,Lipoma / Cyst / other cutaneous swellings Excision,SG085A Lipoma Excision,5000
General Surgery,SG,New Package,SG085,Lipoma / Cyst / other cutaneous swellings Excision,SG085B Cyst Excision,5000
General Surgery,SG,New Package,SG085,Lipoma / Cyst / other cutaneous swellings Excision,SG085C Other cutaneous swellings Excision,5000
General Surgery,SG,S100244,SG086,Debridement of Ulcer,SG086A Debridement of Ulcer,5000
"General Surgery, Surgical",Oncology,SG,S100163,SG087,Flap Reconstructive Surgery SG087A Flap Reconstructive Surgery,20000
"General Surgery, Plastic &",Reconstructive Surgery,SG,S100167,SG088,Free Grafts - Wolfe Grafts SG088A Free Grafts - Wolfe Grafts,14000
General Surgery,SG,S100245,SG089,Tissue Reconstruction Flap,SG089A Tissue Reconstruction Flap,25000
"General Surgery, Plastic &","Reconstructive Surgery,",Pediatric Surgery,SG,S100164,SG090 Split thickness skin grafts SG090A Small (< 4% TBSA),13500
"General Surgery, Plastic &","Reconstructive Surgery,",Pediatric Surgery,SG,S100165,SG090 Split thickness skin grafts SG090B Medium (4 - 8% TBSA),13500
"General Surgery, Plastic &","Reconstructive Surgery,",Pediatric Surgery,SG,S100166,SG090 Split thickness skin grafts SG090C Large (> 8% TBSA),13500
"General Surgery, Surgical","Oncology, Plastic &",Reconstructive Surgery,SG,S100225,SG091 Skin Flaps - Rotation Flaps SG091A Skin Flaps - Rotation Flaps,11400
"General Surgery,",Orthopedics,SG,S100246,SG092,Tendon Transfer SG092A Tendon Transfer,15000
General Surgery,SG,S100192,SG093,Lymphatics Excision of Subcutaneous Tissues In,Lymphoedema SG093A Lymphatics Excision of Subcutaneous Tissues In Lymphoedema,10000
General Surgery,SG,S100251,SG094,AV Fistula without prosthesis,SG094A AV Fistula without prosthesis,6000
General Surgery,SG,S100142,SG095,Management of Varicose Veins,SG095A Management of Varicose Veins,14000
"General Surgery, Pediatric","Surgery, Obstetrics &",Gynecology,SG,New Package,SG096 Biopsy SG096A Lymph Node,5000
"General Surgery, Pediatric","Surgery, Obstetrics &",Gynecology,SG,New Package,SG096 Biopsy SG096B Endometrial Aspiration,2000
"General Surgery, Pediatric","Surgery, Obstetrics &",Gynecology,SG,S400061,SG096 Biopsy SG096C Cervix Cancer screening (PAP + Colposcopy),1000
"General Surgery, Pediatric","Surgery, Obstetrics &",Gynecology,SG,New Package,SG096 Biopsy SG096D Cervical (Neck),1500
"General Surgery, Pediatric","Surgery, Obstetrics &",Gynecology,SG,New Package,SG096 Biopsy SG096E Vulval,1500
General Surgery,SG,New Package,SG097,Stoma Management,SG097A Stoma Management follow up of Ileostomy,4500
General Surgery,SG,New Package,SG097,Stoma Management,SG097B Stoma Management follow up of Colostomy,4500
Page 17,Consolidated Master,"General Surgery, Pediatric","Surgery, ENT",SG,"S100058, S200026 SG098 Foreign Body Removal SG098A Foreign Body Removal",5000
"ENT, Surgical Oncology",SL,S200020,SL001,Pinna surgery for tumour / trauma,SL001A Pinna surgery for tumour,8600
ENT,SL,S200020,SL001,Pinna surgery for tumour / trauma,SL001B Pinna surgery for trauma,8600
ENT,SL,S200017,SL002,Tympanoplasty,SL002A Tympanoplasty,12900
